instancia,estructura,m,purchase_total,query_total,lend_total,receive_total,dispose_total,query_successful,query_failed,lend_successful,lend_failed,receive_successful,receive_failed,final_size,final_height,elapsed_seconds
24,RedBlackBST,524288,183474,156730,79110,52437,52537,6591,150139,2563,76547,42,52395,173428,24,0.228348295
25,BST,524288,183041,157819,78792,52127,52509,6750,151069,3038,75754,22,52105,173227,40,0.194385203
25,RedBlackBST,524288,183041,157819,78792,52127,52509,6750,151069,2533,76259,40,52087,173227,24,0.197421826
26,BST,524288,183613,157411,78879,52376,52009,6637,150774,2986,75893,12,52364,173759,38,0.288389269
26,RedBlackBST,524288,183613,157411,78879,52376,52009,6637,150774,2516,76363,34,52342,173759,24,0.245833973
27,BST,524288,183696,156759,78756,52617,52460,6579,150180,2879,75877,17,52600,173726,41,0.285636528
27,RedBlackBST,524288,183696,156759,78756,52617,52460,6579,150180,2445,76311,40,52577,173726,23,0.21670785
28,BST,524288,183260,157634,78657,52455,52282,6649,150985,3088,75569,20,52435,173294,40,0.239238494
28,RedBlackBST,524288,183260,157634,78657,52455,52282,6649,150985,2529,76128,44,52411,173294,23,0.220458063
29,BST,524288,184017,157037,78625,52261,52348,6507,150530,2981,75644,14,52247,173918,41,0.231397527
29,RedBlackBST,524288,184017,157037,78625,52261,52348,6507,150530,2511,76114,30,52231,173918,23,0.25900425
